Course code,Teacher Id,Hours
I-374,19630126-0001,277.0
I-374,19760108-0050,139.0
I-374,19910404-0102,110.0
I-375,19610623-0005,294.0
I-375,19761009-0055,103.0
I-376,19610918-0027,229.0
I-376,19780602-0035,82.0
I-377,19660630-0020,297.0
I-377,19761009-0055,140.0
I-378,19560612-0010,250.0
I-378,19781217-0053,84.0
I-378,19900307-0105,156.0
I-379,19560705-0025,250.0
I-379,19790702-0038,104.0
I-379,19920505-0115,137.0
I-380,19650303-0019,242.0
I-380,19760108-0050,140.0
I-381,19590129-0004,275.0
I-381,19790618-0048,112.0
I-382,19650303-0019,248.0
I-382,19781217-0053,136.0
I-382,19900307-0105,133.0
I-383,19570615-0011,259.0
I-383,19750722-0060,91.0
I-384,19600814-0002,299.0
I-384,19750331-0036,117.0
I-384,19900909-0123,105.0
I-385,19640220-0029,263.0
I-385,19781130-0054,137.0
I-385,19900520-0063,123.0
I-386,19640414-0013,280.0
I-386,19750722-0060,103.0
I-387,19690917-0022,278.0
I-387,19770224-0058,127.0
I-388,19690917-0022,248.0
I-388,19780815-0047,116.0
I-389,19610918-0027,245.0
I-389,19750331-0036,131.0
I-389,19920122-0065,128.0
I-390,19570615-0011,244.0
I-390,19781217-0053,138.0
I-391,19600529-0021,256.0
I-391,19761009-0055,102.0
I-391,19910820-0078,87.0
I-392,19570826-0012,263.0
I-392,19781125-0031,110.0
I-392,19920826-0088,95.0
I-393,19620522-0023,252.0
I-393,19750722-0060,102.0
I-393,19900520-0063,118.0
I-394,19690513-0015,266.0
I-394,19750122-0056,122.0
I-394,19921127-0120,107.0
I-395,19610620-0006,272.0
I-395,19770224-0058,124.0
I-396,19620522-0023,294.0
I-396,19750331-0036,131.0
I-396,19931118-0062,106.0
I-397,19690917-0022,224.0
I-397,19760108-0050,136.0
I-397,19900701-0138,113.0
I-398,19640220-0029,242.0
I-398,19790708-0041,150.0
I-399,19570828-0008,269.0
I-399,19790717-0045,115.0
I-400,19611219-0014,294.0
I-400,19750705-0033,135.0
I-400,19920206-0072,138.0
I-401,19620424-0026,271.0
I-401,19790702-0038,105.0
I-401,19900801-0130,125.0
I-402,19560612-0010,274.0
I-402,19781130-0054,124.0
I-403,19611219-0014,251.0
I-403,19790702-0038,119.0
I-404,19630126-0001,224.0
I-404,19790708-0041,123.0
I-404,19900818-0116,104.0
I-405,19560612-0010,228.0
I-405,19790717-0045,115.0
I-405,19900426-0089,118.0
I-406,19580218-0007,283.0
I-406,19761020-0044,87.0
I-407,19640220-0029,266.0
I-407,19761009-0055,128.0
I-408,19600905-0003,258.0
I-408,19790426-0049,120.0
I-409,19610620-0006,246.0
I-409,19790708-0041,129.0
I-410,19560612-0010,270.0
I-410,19750331-0036,152.0
I-410,19900128-0095,107.0
I-411,19610918-0027,240.0
I-411,19780602-0035,126.0
I-411,19900909-0123,131.0
I-412,19600529-0021,224.0
I-412,19760524-0046,114.0
I-413,19690513-0015,241.0
I-413,19750512-0043,132.0
I-413,19900902-0090,115.0
I-414,19630126-0001,249.0
I-414,19750705-0033,145.0
I-415,19620831-0024,273.0
I-415,19750122-0056,93.0
I-415,19911116-0069,110.0
I-416,19640220-0029,264.0
I-416,19750220-0037,82.0
I-416,19931118-0062,120.0
I-417,19611219-0014,246.0
I-417,19761009-0055,115.0
I-418,19620831-0024,261.0
I-418,19780317-0052,92.0
I-419,19600905-0003,264.0
I-419,19750220-0037,128.0
I-419,19920828-0070,120.0
I-420,19580515-0017,247.0
I-420,19761009-0055,157.0
I-420,19910514-0068,151.0
I-421,19600529-0021,274.0
I-421,19750512-0043,135.0
I-421,19900902-0114,139.0
I-422,19680712-0028,276.0
I-422,19751018-0039,120.0
I-422,19930221-0139,114.0
I-423,19570828-0008,242.0
I-423,19790702-0038,103.0
I-423,19930709-0100,80.0
I-424,19601021-0018,286.0
I-424,19750102-0059,153.0
I-424,19921208-0097,105.0
I-425,19680712-0028,261.0
I-425,19750417-0051,108.0
I-425,19920917-0109,150.0
I-426,19680712-0028,263.0
I-426,19770713-0042,121.0
I-426,19910817-0092,106.0
I-427,19570615-0011,268.0
I-427,19750722-0060,105.0
I-428,19560612-0010,300.0
I-428,19750705-0033,153.0
I-428,19910817-0092,117.0
I-429,19680712-0028,228.0
I-429,19750331-0036,83.0
I-429,19901002-0085,111.0
I-430,19690917-0022,274.0
I-430,19790717-0045,138.0
I-431,19650303-0019,279.0
I-431,19761009-0055,100.0
I-432,19611219-0014,271.0
I-432,19761020-0044,109.0
I-433,19560705-0025,246.0
I-433,19781125-0031,129.0
I-433,19920226-0075,112.0
I-434,19570826-0012,267.0
I-434,19750722-0060,116.0
I-434,19910820-0078,89.0
I-435,19570826-0012,262.0
I-435,19790702-0038,120.0
I-436,19601021-0018,220.0
I-436,19770224-0058,116.0
I-436,19930228-0086,130.0
I-437,19680712-0028,267.0
I-437,19770713-0042,126.0
I-437,19910403-0131,139.0
I-438,19560612-0010,253.0
I-438,19770713-0042,103.0
I-439,19611219-0014,294.0
I-439,19761020-0044,160.0
I-439,19900818-0116,81.0
I-440,19611219-0014,252.0
I-440,19750722-0060,140.0
I-440,19920316-0107,106.0
I-441,19690513-0015,221.0
I-441,19790426-0049,157.0
I-442,19620522-0023,282.0
I-442,19750512-0043,151.0
I-442,19900909-0123,98.0
I-443,19660630-0020,275.0
I-443,19750722-0060,141.0
I-444,19601021-0018,265.0
I-444,19790708-0041,116.0
I-445,19611219-0014,280.0
I-445,19790618-0048,92.0
I-446,19570828-0008,253.0
I-446,19770224-0058,92.0
I-447,19620424-0026,234.0
I-447,19761024-0034,85.0
I-447,19930302-0135,101.0
I-448,19600814-0002,240.0
I-448,19761024-0034,112.0
I-448,19930829-0082,142.0
I-449,19620831-0024,234.0
I-449,19761009-0055,144.0
I-450,19560812-0016,284.0
I-450,19760524-0046,159.0
I-450,19920217-0098,91.0
I-451,19610623-0005,261.0
I-451,19790717-0045,117.0
I-452,19620831-0024,286.0
I-452,19751018-0039,87.0
I-453,19560812-0016,272.0
I-453,19761024-0034,142.0
I-454,19610620-0006,260.0
I-454,19790717-0045,133.0
I-454,19930326-0132,114.0
I-455,19570826-0012,273.0
I-455,19790426-0049,82.0
I-456,19660630-0020,295.0
I-456,19760108-0050,160.0
I-457,19560705-0025,228.0
I-457,19761009-0055,127.0
I-458,19570826-0012,247.0
I-458,19780317-0052,107.0
I-459,19650303-0019,277.0
I-459,19780602-0035,84.0
I-460,19640414-0013,237.0
I-460,19790717-0045,155.0
I-461,19580515-0017,248.0
I-461,19750220-0037,117.0
I-462,19570828-0008,227.0
I-462,19790426-0049,94.0
I-463,19640220-0029,260.0
I-463,19771013-0040,118.0
I-463,19920206-0072,109.0
I-464,19560612-0010,261.0
I-464,19780424-0057,113.0
I-465,19560705-0025,279.0
I-465,19780424-0057,105.0
I-465,19930906-0110,122.0
I-466,19650303-0019,261.0
I-466,19781125-0031,127.0
I-466,19900317-0083,102.0
I-467,19600905-0003,258.0
I-467,19780424-0057,91.0
I-468,19580515-0017,268.0
I-468,19790618-0048,94.0
I-468,19931203-0066,109.0
I-469,19620424-0026,293.0
I-469,19750122-0056,104.0
I-470,19561222-0030,243.0
I-470,19750705-0033,109.0
I-471,19570615-0011,261.0
I-471,19780317-0052,103.0
I-472,19600905-0003,281.0
I-472,19780602-0035,140.0
I-473,19690513-0015,290.0
I-473,19750512-0043,130.0
I-473,19910822-0122,111.0
I-474,19620522-0023,262.0
I-474,19750331-0036,83.0
I-475,19620831-0024,241.0
I-475,19750122-0056,155.0
I-475,19900616-0124,80.0
I-476,19570615-0011,255.0
I-476,19760524-0046,123.0
I-476,19921123-0108,157.0
I-477,19690917-0022,286.0
I-477,19780602-0035,118.0
I-477,19900902-0114,142.0
I-478,19600814-0002,300.0
I-478,19761020-0044,147.0
I-479,19580515-0017,272.0
I-479,19780317-0052,98.0
I-480,19610918-0027,240.0
I-480,19770713-0042,142.0
I-480,19901011-0119,104.0
I-481,19620831-0024,279.0
I-481,19780317-0052,123.0
I-482,19610623-0005,261.0
I-482,19750417-0051,105.0
I-482,19921123-0108,131.0
I-483,19690917-0022,277.0
I-483,19790426-0049,125.0
I-484,19690513-0015,256.0
I-484,19750331-0036,132.0
I-485,19600529-0021,234.0
I-485,19750220-0037,133.0
I-485,19930414-0106,133.0
I-486,19601021-0018,255.0
I-486,19770224-0058,120.0
I-487,19600905-0003,296.0
I-487,19760524-0046,102.0
I-487,19901219-0125,102.0
I-488,19610620-0006,243.0
I-488,19761024-0034,142.0
I-488,19930512-0117,116.0
I-489,19640220-0029,269.0
I-489,19750220-0037,158.0
I-489,19930906-0110,131.0
I-490,19570826-0012,242.0
I-490,19761009-0055,109.0
I-490,19901219-0125,102.0
I-491,19570615-0011,229.0
I-491,19790702-0038,109.0
I-492,19620831-0024,269.0
I-492,19750122-0056,94.0
I-492,19900426-0089,158.0
I-493,19611219-0014,232.0
I-493,19770224-0058,125.0
I-493,19921123-0108,136.0
I-494,19560705-0025,245.0
I-494,19761009-0055,123.0
I-494,19920505-0115,98.0
I-495,19590129-0004,290.0
I-495,19790618-0048,107.0
I-495,19910514-0068,102.0
I-496,19560612-0010,255.0
I-496,19770713-0042,125.0
I-497,19660630-0020,229.0
I-497,19790702-0038,134.0
I-497,19921201-0094,115.0
I-498,19620424-0026,274.0
I-498,19771013-0040,139.0
I-499,19570828-0008,234.0
I-499,19761024-0034,137.0
I-499,19910327-0096,144.0
I-500,19680712-0028,285.0
I-500,19790717-0045,120.0
I-500,19900801-0130,126.0
I-501,19560812-0016,222.0
I-501,19780317-0052,120.0
I-501,19921127-0120,94.0
I-502,19560705-0025,223.0
I-502,19781125-0031,115.0
I-503,19560812-0016,255.0
I-503,19780424-0057,105.0
I-504,19620424-0026,232.0
I-504,19780815-0047,125.0
I-504,19920826-0088,111.0
I-505,19620522-0023,242.0
I-505,19750102-0059,92.0
I-506,19610620-0006,289.0
I-506,19771013-0040,140.0
I-506,19930228-0086,121.0
I-507,19690513-0015,242.0
I-507,19771013-0040,110.0
I-508,19640220-0029,242.0
I-508,19761024-0034,124.0
I-508,19901219-0125,109.0
I-509,19640414-0013,287.0
I-509,19750512-0043,108.0
I-509,19900902-0090,139.0
I-510,19650303-0019,259.0
I-510,19790618-0048,111.0
I-510,19910214-0084,107.0
I-511,19560612-0010,226.0
I-511,19780424-0057,95.0
I-512,19570826-0012,299.0
I-512,19780317-0052,128.0
I-513,19620424-0026,284.0
I-513,19770713-0042,81.0
I-514,19570615-0011,246.0
I-514,19750122-0056,141.0
I-514,19900211-0140,112.0
I-515,19600905-0003,267.0
I-515,19750102-0059,94.0
I-515,19921002-0129,141.0
I-516,19600814-0002,269.0
I-516,19771013-0040,97.0
I-516,19920122-0065,97.0
I-517,19600529-0021,235.0
I-517,19780602-0035,119.0
I-518,19690513-0015,273.0
I-518,19790717-0045,104.0
I-519,19601021-0018,242.0
I-519,19790702-0038,92.0
I-520,19620831-0024,278.0
I-520,19770224-0058,114.0
I-520,19921218-0101,121.0
I-521,19690917-0022,277.0
I-521,19750722-0060,119.0
I-522,19660630-0020,223.0
I-522,19750122-0056,113.0
I-523,19690513-0015,262.0
I-523,19780602-0035,150.0
I-524,19570615-0011,296.0
I-524,19750331-0036,138.0
I-525,19620522-0023,242.0
I-525,19750331-0036,139.0
I-526,19570826-0012,263.0
I-526,19760524-0046,116.0
I-527,19611219-0014,246.0
I-527,19781217-0053,85.0
I-528,19660630-0020,253.0
I-528,19750220-0037,92.0
I-529,19561222-0030,256.0
I-529,19761024-0034,97.0
I-530,19600529-0021,232.0
I-530,19761024-0034,83.0
I-531,19611219-0014,244.0
I-531,19770224-0058,107.0
I-531,19921123-0108,131.0
I-532,19600814-0002,291.0
I-532,19761009-0055,148.0
I-532,19930829-0082,129.0
I-533,19570615-0011,256.0
I-533,19790426-0049,141.0
I-534,19630126-0001,280.0
I-534,19760108-0050,119.0
I-535,19620424-0026,288.0
I-535,19750705-0033,126.0
I-535,19931212-0079,111.0
I-536,19580218-0007,297.0
I-536,19780317-0052,117.0
I-537,19590129-0004,246.0
I-537,19780815-0047,122.0
I-537,19931118-0062,112.0
I-538,19561222-0030,293.0
I-538,19790618-0048,124.0
I-538,19900511-0134,87.0
I-539,19690513-0015,275.0
I-539,19770224-0058,80.0
I-540,19560612-0010,267.0
I-540,19781217-0053,130.0
I-540,19930709-0100,107.0
I-541,19610918-0027,242.0
I-541,19760108-0050,127.0
I-542,19690917-0022,260.0
I-542,19750417-0051,82.0
I-542,19920320-0121,111.0
I-543,19690917-0022,268.0
I-543,19760524-0046,127.0
I-544,19570826-0012,234.0
I-544,19750722-0060,124.0
I-545,19690408-0009,261.0
I-545,19790717-0045,146.0
I-545,19920316-0107,92.0
I-546,19640414-0013,256.0
I-546,19780317-0052,120.0
I-546,19900211-0140,129.0
I-547,19570828-0008,249.0
I-547,19790708-0041,122.0
I-548,19600814-0002,260.0
I-548,19761024-0034,132.0
I-549,19690513-0015,248.0
I-549,19750220-0037,116.0
I-549,19921208-0097,144.0
I-550,19660630-0020,254.0
I-550,19751018-0039,91.0
I-551,19600529-0021,244.0
I-551,19750705-0033,153.0
I-551,19900801-0130,150.0
I-552,19601021-0018,285.0
I-552,19750102-0059,135.0
I-552,19921123-0108,125.0
I-553,19600905-0003,280.0
I-553,19761020-0044,124.0
I-553,19910817-0092,100.0
I-554,19580218-0007,245.0
I-554,19751018-0039,112.0
I-555,19640414-0013,237.0
I-555,19761009-0055,116.0
I-555,19920316-0107,127.0
I-556,19580515-0017,247.0
I-556,19790618-0048,152.0
I-557,19610620-0006,279.0
I-557,19750122-0056,119.0
I-557,19910421-0067,118.0
I-558,19640220-0029,268.0
I-558,19790426-0049,120.0
I-559,19680712-0028,270.0
I-559,19770224-0058,112.0
I-559,19910101-0133,108.0
I-560,19580515-0017,242.0
I-560,19781217-0053,87.0
I-561,19601021-0018,245.0
I-561,19750705-0033,148.0
I-561,19920122-0065,124.0
I-562,19690408-0009,257.0
I-562,19790717-0045,139.0
I-562,19910927-0128,94.0
I-563,19560705-0025,245.0
I-563,19761024-0034,156.0
I-563,19921218-0101,91.0
I-564,19630126-0001,225.0
I-564,19750417-0051,95.0
I-565,19630126-0001,245.0
I-565,19790702-0038,118.0
I-566,19560812-0016,277.0
I-566,19750705-0033,138.0
I-567,19620522-0023,290.0
I-567,19780317-0052,113.0
I-567,19910921-0136,110.0
I-568,19630126-0001,226.0
I-568,19750331-0036,91.0
I-569,19610623-0005,236.0
I-569,19750705-0033,117.0
I-569,19930228-0086,88.0
I-570,19601021-0018,259.0
I-570,19780317-0052,92.0
I-571,19600905-0003,263.0
I-571,19750906-0032,80.0
I-571,19920504-0093,110.0
I-572,19620424-0026,275.0
I-572,19751018-0039,148.0
I-572,19910404-0102,134.0
I-573,19620522-0023,278.0
I-573,19780815-0047,123.0
I-573,19901026-0111,144.0
I-574,19690513-0015,252.0
I-574,19781130-0054,133.0
I-575,19560612-0010,235.0
I-575,19751018-0039,113.0
I-575,19900119-0104,126.0
I-576,19630126-0001,293.0
I-576,19761020-0044,135.0
I-577,19690513-0015,273.0
I-577,19750722-0060,133.0
I-578,19561222-0030,241.0
I-578,19761020-0044,89.0
I-579,19610918-0027,231.0
I-579,19750722-0060,122.0
I-580,19690408-0009,230.0
I-580,19780602-0035,134.0
I-581,19600905-0003,251.0
I-581,19780815-0047,127.0
I-581,19930829-0082,139.0
I-582,19560812-0016,257.0
I-582,19761020-0044,122.0
I-582,19900119-0104,113.0
I-583,19560705-0025,279.0
I-583,19761009-0055,89.0
I-584,19690513-0015,294.0
I-584,19750705-0033,86.0
I-584,19931226-0118,108.0
I-585,19601021-0018,233.0
I-585,19761009-0055,159.0
I-586,19600529-0021,247.0
I-586,19750512-0043,145.0
I-587,19570826-0012,223.0
I-587,19750512-0043,133.0
I-588,19560705-0025,280.0
I-588,19781217-0053,106.0
I-588,19931212-0079,106.0
I-589,19560612-0010,233.0
I-589,19750705-0033,133.0
I-590,19620831-0024,255.0
I-590,19780815-0047,103.0
I-591,19600529-0021,261.0
I-591,19770224-0058,115.0
I-591,19910927-0128,155.0
I-592,19610918-0027,265.0
I-592,19790702-0038,92.0
I-592,19900902-0114,139.0
I-593,19680712-0028,298.0
I-593,19780815-0047,99.0
I-593,19900701-0113,119.0
I-594,19611219-0014,220.0
I-594,19750906-0032,141.0
I-594,19900616-0124,153.0
I-595,19570828-0008,268.0
I-595,19750331-0036,130.0
I-595,19910101-0133,81.0
I-596,19570826-0012,269.0
I-596,19750512-0043,88.0
I-596,19910404-0102,114.0
I-597,19600814-0002,274.0
I-597,19790618-0048,100.0
I-598,19600905-0003,244.0
I-598,19750102-0059,126.0
I-599,19570826-0012,288.0
I-599,19780602-0035,131.0
I-600,19580515-0017,244.0
I-600,19750417-0051,116.0
I-600,19910101-0133,125.0
I-601,19600529-0021,232.0
I-601,19770713-0042,134.0
I-601,19910817-0092,116.0
I-602,19690513-0015,298.0
I-602,19750220-0037,129.0
I-602,19920504-0093,121.0
I-603,19640220-0029,299.0
I-603,19790618-0048,109.0
I-603,19910101-0133,145.0
I-604,19570826-0012,272.0
I-604,19761020-0044,117.0
I-604,19901029-0071,139.0
I-605,19570826-0012,260.0
I-605,19761020-0044,121.0
I-606,19570615-0011,245.0
I-606,19790702-0038,139.0
I-606,19930221-0139,120.0
I-607,19640414-0013,268.0
I-607,19780424-0057,145.0
I-608,19590129-0004,227.0
I-608,19790717-0045,96.0
I-609,19570615-0011,257.0
I-609,19780424-0057,124.0
I-610,19600529-0021,276.0
I-610,19750512-0043,115.0
I-610,19900701-0113,117.0
I-611,19640414-0013,260.0
I-611,19780815-0047,148.0
I-611,19930829-0082,87.0
I-612,19580218-0007,264.0
I-612,19761020-0044,116.0
I-612,19920602-0073,87.0
I-613,19590129-0004,266.0
I-613,19750102-0059,111.0
I-614,19580218-0007,277.0
I-614,19750906-0032,93.0
I-615,19680712-0028,285.0
I-615,19790618-0048,111.0
I-616,19690408-0009,287.0
I-616,19761009-0055,103.0
I-617,19630126-0001,236.0
I-617,19761009-0055,105.0
I-618,19620424-0026,270.0
I-618,19761024-0034,133.0
I-618,19910327-0096,151.0
I-619,19580218-0007,274.0
I-619,19790618-0048,86.0
I-620,19590129-0004,252.0
I-620,19750417-0051,118.0
I-621,19610918-0027,267.0
I-621,19761024-0034,108.0
I-622,19580515-0017,236.0
I-622,19781130-0054,112.0
I-623,19680712-0028,243.0
I-623,19750705-0033,133.0
I-624,19650303-0019,240.0
I-624,19750102-0059,123.0
I-624,19910403-0103,136.0
I-625,19690917-0022,286.0
I-625,19790618-0048,137.0
I-626,19640414-0013,272.0
I-626,19750722-0060,127.0
I-626,19910403-0103,83.0
I-627,19610918-0027,222.0
I-627,19780317-0052,114.0
I-628,19561222-0030,240.0
I-628,19780602-0035,145.0
I-628,19930616-0127,129.0
I-629,19620424-0026,283.0
I-629,19750102-0059,96.0
I-629,19910101-0133,124.0
I-630,19561222-0030,261.0
I-630,19760108-0050,103.0
I-630,19920505-0115,83.0
I-631,19690408-0009,236.0
I-631,19780602-0035,119.0
I-631,19910214-0084,119.0
I-632,19600529-0021,268.0
I-632,19761024-0034,84.0
I-632,19930616-0127,111.0
I-633,19690513-0015,291.0
I-633,19770713-0042,120.0
I-634,19610918-0027,296.0
I-634,19780424-0057,85.0
I-635,19601021-0018,263.0
I-635,19750705-0033,80.0
I-635,19910421-0067,119.0
I-636,19600529-0021,262.0
I-636,19750122-0056,156.0
I-637,19580515-0017,221.0
I-637,19770713-0042,120.0
I-637,19900902-0114,88.0
I-638,19561222-0030,278.0
I-638,19750122-0056,144.0
I-638,19910101-0133,153.0
I-639,19610623-0005,240.0
I-639,19750512-0043,102.0
I-639,19930829-0082,106.0
I-640,19690917-0022,281.0
I-640,19790426-0049,92.0
I-640,19901011-0119,135.0
I-641,19640414-0013,246.0
I-641,19780815-0047,113.0
I-642,19590129-0004,260.0
I-642,19790708-0041,89.0
I-643,19560705-0025,289.0
I-643,19780317-0052,118.0
I-643,19910822-0122,131.0
I-644,19610918-0027,231.0
I-644,19750705-0033,129.0
I-645,19610623-0005,274.0
I-645,19781217-0053,160.0
I-645,19900723-0126,113.0
I-646,19690513-0015,230.0
I-646,19781130-0054,158.0
I-646,19901011-0119,117.0
I-647,19610620-0006,287.0
I-647,19751018-0039,126.0
I-647,19900619-0076,108.0
I-648,19570615-0011,295.0
I-648,19790717-0045,123.0
I-648,19910421-0067,136.0
I-649,19570826-0012,243.0
I-649,19750705-0033,116.0
I-650,19611219-0014,257.0
I-650,19781217-0053,133.0
I-650,19930508-0061,100.0
I-651,19560812-0016,248.0
I-651,19790708-0041,102.0
I-651,19900426-0089,103.0
I-652,19590129-0004,243.0
I-652,19780317-0052,131.0
I-653,19560612-0010,297.0
I-653,19781130-0054,129.0
I-653,19900902-0114,120.0
I-654,19580515-0017,286.0
I-654,19790702-0038,154.0
I-655,19570828-0008,244.0
I-655,19771013-0040,149.0
I-655,19930906-0110,86.0
I-656,19570615-0011,235.0
I-656,19750220-0037,88.0
I-656,19911116-0069,125.0
I-657,19620522-0023,273.0
I-657,19760108-0050,107.0
I-657,19930829-0082,99.0
I-658,19570615-0011,279.0
I-658,19780602-0035,117.0
I-658,19910327-0096,123.0
I-659,19640220-0029,249.0
I-659,19750705-0033,135.0
I-659,19920826-0088,115.0
I-660,19620522-0023,249.0
I-660,19790708-0041,86.0
I-660,19931231-0099,101.0
I-661,19580218-0007,280.0
I-661,19790618-0048,111.0
I-662,19560612-0010,269.0
I-662,19790717-0045,134.0
I-663,19570828-0008,268.0
I-663,19760524-0046,123.0
I-664,19650303-0019,262.0
I-664,19750102-0059,101.0
I-664,19920320-0121,114.0
I-665,19680712-0028,264.0
I-665,19790426-0049,146.0
I-665,19930508-0061,126.0
I-666,19620522-0023,268.0
I-666,19751018-0039,144.0
I-666,19920122-0065,107.0
I-667,19640414-0013,267.0
I-667,19790702-0038,98.0
I-667,19931226-0118,86.0
I-668,19570826-0012,243.0
I-668,19750102-0059,117.0
I-668,19910817-0092,126.0
I-669,19650303-0019,250.0
I-669,19750220-0037,109.0
I-669,19931231-0099,137.0
I-670,19610918-0027,242.0
I-670,19750102-0059,133.0
I-671,19601021-0018,282.0
I-671,19750122-0056,149.0
I-672,19620831-0024,261.0
I-672,19780317-0052,118.0
I-673,19600905-0003,268.0
