Course code,Study period,Academic year,Instance_id,Examiner
1127,3.0,2018-2019,I-582,19620522-0023
1230,4.0,2018-2019,I-583,19601021-0018
1112,4.0,2018-2019,I-584,19690408-0009
1034,4.0,2018-2019,I-585,19570615-0011
1271,3.0,2018-2019,I-586,19560612-0010
1195,2.0,2018-2019,I-587,19600814-0002
1179,2.0,2018-2019,I-588,19690408-0009
1174,1.0,2018-2019,I-589,19690408-0009
1092,2.0,2018-2019,I-590,19580218-0007
1264,4.0,2019-2020,I-591,19620424-0026
1229,1.0,2019-2020,I-592,19560612-0010
1261,4.0,2019-2020,I-593,19690408-0009
1233,1.0,2019-2020,I-594,19690513-0015
1225,3.0,2019-2020,I-595,19630126-0001
1033,4.0,2019-2020,I-596,19611219-0014
1223,3.0,2019-2020,I-597,19620522-0023
1078,3.0,2019-2020,I-598,19640414-0013
1050,3.0,2019-2020,I-599,19690408-0009
1036,4.0,2019-2020,I-600,19640220-0029
1014,4.0,2019-2020,I-601,19570828-0008
1275,3.0,2020-2021,I-602,19690408-0009
1178,2.0,2020-2021,I-603,19600905-0003
1083,3.0,2020-2021,I-604,19640414-0013
1014,3.0,2020-2021,I-605,19570615-0011
1256,4.0,2020-2021,I-606,19580515-0017
1242,3.0,2020-2021,I-607,19600529-0021
1213,4.0,2020-2021,I-608,19620831-0024
1165,4.0,2020-2021,I-609,19630126-0001
1085,3.0,2020-2021,I-610,19600529-0021
1062,4.0,2020-2021,I-611,19640220-0029
1095,4.0,2021-2022,I-612,19580218-0007
1168,4.0,2021-2022,I-613,19590129-0004
1025,2.0,2021-2022,I-614,19690513-0015
1274,3.0,2021-2022,I-615,19620522-0023
1267,4.0,2021-2022,I-616,19590129-0004
1172,4.0,2021-2022,I-617,19600905-0003
1021,1.0,2021-2022,I-618,19690917-0022
1018,1.0,2021-2022,I-619,19690917-0022
1085,4.0,2022-2023,I-620,19660630-0020
1254,1.0,2022-2023,I-621,19620424-0026
1230,3.0,2022-2023,I-622,19690917-0022
1174,1.0,2022-2023,I-623,19690917-0022
1261,4.0,2022-2023,I-624,19600905-0003
1235,3.0,2022-2023,I-625,19600905-0003
1197,3.0,2022-2023,I-626,19690513-0015
1187,1.0,2022-2023,I-627,19660630-0020
1024,1.0,2022-2023,I-628,19610918-0027
1016,1.0,2022-2023,I-629,19630126-0001
1138,4.0,2023-2024,I-630,19680712-0028
1115,4.0,2023-2024,I-631,19620831-0024
1242,1.0,2023-2024,I-632,19561222-0030
1081,4.0,2023-2024,I-633,19560812-0016
1043,2.0,2023-2024,I-634,19560705-0025
1298,4.0,2023-2024,I-635,19560612-0010
1278,4.0,2023-2024,I-636,19561222-0030
1263,4.0,2023-2024,I-637,19650303-0019
1141,1.0,2023-2024,I-638,19580218-0007
1118,2.0,2023-2024,I-639,19610623-0005
1149,2.0,2013-2014,I-640,19590129-0004
1147,3.0,2013-2014,I-641,19561222-0030
1187,1.0,2013-2014,I-642,19570828-0008
1179,2.0,2013-2014,I-643,19620831-0024
1173,3.0,2013-2014,I-644,19620522-0023
1100,3.0,2013-2014,I-645,19580515-0017
1253,2.0,2013-2014,I-646,19680712-0028
1231,1.0,2013-2014,I-647,19610620-0006
1202,3.0,2013-2014,I-648,19620522-0023
1200,2.0,2013-2014,I-649,19640220-0029
1181,4.0,2013-2014,I-650,19690917-0022
1091,1.0,2013-2014,I-651,19570826-0012
1158,3.0,2014-2015,I-652,19611219-0014
1037,4.0,2014-2015,I-653,19590129-0004
1162,3.0,2014-2015,I-654,19630126-0001
1081,4.0,2014-2015,I-655,19640220-0029
1075,1.0,2014-2015,I-656,19690917-0022
1049,1.0,2014-2015,I-657,19690408-0009
1263,4.0,2014-2015,I-658,19640220-0029
1207,1.0,2014-2015,I-659,19640414-0013
1108,3.0,2014-2015,I-660,19570615-0011
1080,2.0,2014-2015,I-661,19560612-0010
1054,2.0,2014-2015,I-662,19560705-0025
1051,2.0,2014-2015,I-663,19601021-0018
1146,2.0,2015-2016,I-664,19620424-0026
1246,2.0,2015-2016,I-665,19601021-0018
1098,3.0,2015-2016,I-666,19640414-0013
1097,2.0,2015-2016,I-667,19600814-0002
1207,4.0,2015-2016,I-668,19660630-0020
1206,1.0,2015-2016,I-669,19570828-0008
1189,4.0,2015-2016,I-670,19580218-0007
1161,4.0,2015-2016,I-671,19560812-0016
1129,2.0,2015-2016,I-672,19570826-0012
1090,1.0,2015-2016,I-673,19601021-0018
1209,2.0,2016-2017,I-674,19650303-0019
1050,2.0,2016-2017,I-675,19580218-0007
1240,4.0,2016-2017,I-676,19580515-0017
1137,3.0,2016-2017,I-677,19611219-0014
1134,1.0,2016-2017,I-678,19650303-0019
1039,3.0,2016-2017,I-679,19560812-0016
1281,3.0,2016-2017,I-680,19600814-0002
1265,3.0,2016-2017,I-681,19560812-0016
1156,1.0,2016-2017,I-682,19560612-0010
1060,4.0,2016-2017,I-683,19560705-0025
1037,1.0,2016-2017,I-684,19561222-0030
1292,3.0,2017-2018,I-685,19640414-0013
1257,4.0,2017-2018,I-686,19610620-0006
1250,1.0,2017-2018,I-687,19660630-0020
1293,2.0,2017-2018,I-688,19570615-0011
1247,2.0,2017-2018,I-689,19570828-0008
1073,4.0,2017-2018,I-690,19580515-0017
1019,2.0,2017-2018,I-691,19561222-0030
1297,1.0,2018-2019,I-692,19590129-0004
1078,1.0,2018-2019,I-693,19680712-0028
1086,4.0,2018-2019,I-694,19570828-0008
1003,1.0,2018-2019,I-695,19560705-0025
1294,4.0,2018-2019,I-696,19590129-0004
1215,1.0,2018-2019,I-697,19611219-0014
1120,4.0,2018-2019,I-698,19660630-0020
1042,3.0,2018-2019,I-699,19610918-0027
1139,4.0,2019-2020,I-700,19561222-0030
1270,2.0,2019-2020,I-701,19640220-0029
1198,1.0,2019-2020,I-702,19560812-0016
1164,4.0,2019-2020,I-703,19570826-0012
1273,2.0,2019-2020,I-704,19580515-0017
1105,2.0,2019-2020,I-705,19640414-0013
1070,1.0,2019-2020,I-706,19620522-0023
1042,2.0,2019-2020,I-707,19630126-0001
1031,4.0,2019-2020,I-708,19560705-0025
1106,3.0,2020-2021,I-709,19570826-0012
1160,3.0,2020-2021,I-710,19570826-0012
1091,3.0,2020-2021,I-711,19580218-0007
1062,2.0,2020-2021,I-712,19660630-0020
1265,3.0,2020-2021,I-713,19680712-0028
1175,1.0,2020-2021,I-714,19690513-0015
1142,4.0,2020-2021,I-715,19610620-0006
1077,3.0,2020-2021,I-716,19640220-0029
1012,3.0,2020-2021,I-717,19560612-0010
1231,1.0,2021-2022,I-718,19600529-0021
1026,2.0,2021-2022,I-719,19620831-0024
1274,4.0,2021-2022,I-720,19580515-0017
1260,2.0,2021-2022,I-721,19600814-0002
1039,2.0,2021-2022,I-722,19620831-0024
1029,4.0,2021-2022,I-723,19690513-0015
1279,2.0,2021-2022,I-724,19560705-0025
1155,2.0,2021-2022,I-725,19560705-0025
1137,2.0,2021-2022,I-726,19610620-0006
1089,2.0,2021-2022,I-727,19611219-0014
1074,4.0,2021-2022,I-728,19580218-0007
1010,1.0,2021-2022,I-729,19690408-0009
1071,4.0,2022-2023,I-730,19620424-0026
1076,4.0,2022-2023,I-731,19600814-0002
1044,2.0,2022-2023,I-732,19600814-0002
1009,2.0,2022-2023,I-733,19680712-0028
1270,3.0,2022-2023,I-734,19640220-0029
1197,4.0,2022-2023,I-735,19570826-0012
1155,4.0,2022-2023,I-736,19600529-0021
1152,1.0,2022-2023,I-737,19570826-0012
1078,1.0,2022-2023,I-738,19610623-0005
1068,1.0,2023-2024,I-739,19610623-0005
1012,1.0,2023-2024,I-740,19580515-0017
1186,1.0,2023-2024,I-741,19640414-0013
1169,2.0,2023-2024,I-742,19660630-0020
1072,2.0,2023-2024,I-743,19690513-0015
1267,3.0,2023-2024,I-744,19650303-0019
1197,2.0,2023-2024,I-745,19600814-0002
1161,1.0,2023-2024,I-746,19600529-0021
1065,1.0,2023-2024,I-747,19640220-0029
1062,2.0,2023-2024,I-748,19580218-0007
1006,1.0,2023-2024,I-749,19620424-0026
1163,1.0,2013-2014,I-750,19620522-0023
1292,2.0,2013-2014,I-751,19690917-0022
1227,1.0,2013-2014,I-752,19650303-0019
1197,1.0,2013-2014,I-753,19690513-0015
1299,1.0,2013-2014,I-754,19690917-0022
1181,4.0,2013-2014,I-755,19680712-0028
1170,4.0,2013-2014,I-756,19560812-0016
1010,2.0,2013-2014,I-757,19680712-0028
1248,4.0,2014-2015,I-758,19690513-0015
1105,1.0,2014-2015,I-759,19650303-0019
1065,3.0,2014-2015,I-760,19601021-0018
1043,4.0,2014-2015,I-761,19620424-0026
1008,3.0,2014-2015,I-762,19610918-0027
1218,2.0,2014-2015,I-763,19580218-0007
1217,2.0,2014-2015,I-764,19690513-0015
1208,1.0,2014-2015,I-765,19610918-0027
1037,1.0,2014-2015,I-766,19560612-0010
1291,4.0,2015-2016,I-767,19611219-0014
1208,2.0,2015-2016,I-768,19560812-0016
1287,1.0,2015-2016,I-769,19561222-0030
1066,4.0,2015-2016,I-770,19690917-0022
1279,3.0,2015-2016,I-771,19560705-0025
1153,4.0,2015-2016,I-772,19690917-0022
1110,1.0,2015-2016,I-773,19590129-0004
1108,3.0,2015-2016,I-774,19600905-0003
1080,1.0,2015-2016,I-775,19660630-0020
1054,4.0,2015-2016,I-776,19690513-0015
1265,4.0,2016-2017,I-777,19570615-0011
1222,3.0,2016-2017,I-778,19620424-0026
1067,4.0,2016-2017,I-779,19600529-0021
1038,3.0,2016-2017,I-780,19600905-0003
1006,2.0,2016-2017,I-781,19610623-0005
1185,2.0,2016-2017,I-782,19620424-0026
1173,4.0,2016-2017,I-783,19640220-0029
1095,3.0,2016-2017,I-784,19620522-0023
1083,1.0,2016-2017,I-785,19650303-0019
1066,3.0,2016-2017,I-786,19630126-0001
1025,1.0,2016-2017,I-787,19600814-0002
1101,3.0,2017-2018,I-788,19690513-0015
1239,2.0,2017-2018,I-789,19640220-0029
1102,3.0,2017-2018,I-790,19570615-0011
1100,3.0,2017-2018,I-791,19660630-0020
1238,2.0,2017-2018,I-792,19561222-0030
1128,4.0,2017-2018,I-793,19690513-0015
1125,4.0,2017-2018,I-794,19650303-0019
1119,1.0,2017-2018,I-795,19610620-0006
1142,1.0,2018-2019,I-796,19610623-0005
1218,3.0,2018-2019,I-797,19690408-0009
1145,1.0,2018-2019,I-798,19580218-0007
1135,3.0,2018-2019,I-799,19610620-0006
1117,4.0,2018-2019,I-800,19560612-0010
1199,1.0,2018-2019,I-801,19570615-0011
1172,2.0,2018-2019,I-802,19590129-0004
1092,2.0,2018-2019,I-803,19561222-0030
1090,3.0,2018-2019,I-804,19610918-0027
1041,4.0,2018-2019,I-805,19640220-0029
1028,2.0,2018-2019,I-806,19620424-0026
1009,3.0,2019-2020,I-807,19610918-0027
1285,1.0,2019-2020,I-808,19690513-0015
1004,2.0,2019-2020,I-809,19630126-0001
1186,3.0,2019-2020,I-810,19610620-0006
1176,2.0,2019-2020,I-811,19570826-0012
1141,3.0,2019-2020,I-812,19620522-0023
1127,3.0,2019-2020,I-813,19610623-0005
1105,3.0,2019-2020,I-814,19580218-0007
1249,2.0,2020-2021,I-815,19590129-0004
1013,3.0,2020-2021,I-816,19580218-0007
1226,1.0,2020-2021,I-817,19610623-0005
1104,3.0,2020-2021,I-818,19620424-0026
1094,4.0,2020-2021,I-819,19561222-0030
1032,4.0,2020-2021,I-820,19620831-0024
1266,3.0,2020-2021,I-821,19640220-0029
1245,1.0,2020-2021,I-822,19690513-0015
1212,1.0,2020-2021,I-823,19620522-0023
1201,4.0,2020-2021,I-824,19690408-0009
1184,4.0,2020-2021,I-825,19561222-0030
1121,1.0,2020-2021,I-826,19640220-0029
1284,3.0,2021-2022,I-827,19660630-0020
1173,3.0,2021-2022,I-828,19610623-0005
1162,4.0,2021-2022,I-829,19560705-0025
1111,2.0,2021-2022,I-830,19570615-0011
1107,4.0,2021-2022,I-831,19630126-0001
1183,1.0,2021-2022,I-832,19580515-0017
1168,3.0,2021-2022,I-833,19610623-0005
1120,1.0,2021-2022,I-834,19601021-0018
1075,1.0,2021-2022,I-835,19620424-0026
1035,2.0,2022-2023,I-836,19561222-0030
1233,1.0,2022-2023,I-837,19640220-0029
1213,1.0,2022-2023,I-838,19660630-0020
1212,3.0,2022-2023,I-839,19610623-0005
1109,2.0,2022-2023,I-840,19610918-0027
1054,2.0,2022-2023,I-841,19640220-0029
1012,1.0,2022-2023,I-842,19600814-0002
1293,1.0,2023-2024,I-843,19620522-0023
1269,2.0,2023-2024,I-844,19610918-0027
1206,1.0,2023-2024,I-845,19590129-0004
1005,2.0,2023-2024,I-846,19560812-0016
1229,2.0,2023-2024,I-847,19560705-0025
1212,1.0,2023-2024,I-848,19630126-0001
1141,3.0,2023-2024,I-849,19660630-0020
1109,1.0,2023-2024,I-850,19600814-0002
1248,4.0,2013-2014,I-851,19690513-0015
1004,3.0,2013-2014,I-852,19620424-0026
1275,3.0,2013-2014,I-853,19560812-0016
1236,1.0,2013-2014,I-854,19640220-0029
1158,3.0,2013-2014,I-855,19660630-0020
1297,1.0,2013-2014,I-856,19640220-0029
1195,3.0,2013-2014,I-857,19590129-0004
1192,4.0,2013-2014,I-858,19600905-0003
1042,1.0,2013-2014,I-859,19611219-0014
1009,3.0,2013-2014,I-860,19640414-0013
1264,1.0,2014-2015,I-861,19640220-0029
1118,2.0,2014-2015,I-862,19690408-0009
1201,4.0,2014-2015,I-863,19680712-0028
1183,3.0,2014-2015,I-864,19680712-0028
1030,2.0,2014-2015,I-865,19690513-0015
1239,4.0,2014-2015,I-866,19690408-0009
1160,1.0,2014-2015,I-867,19600814-0002
1039,1.0,2014-2015,I-868,19610620-0006
1005,3.0,2014-2015,I-869,19560612-0010
1201,4.0,2015-2016,I-870,19640220-0029
1061,1.0,2015-2016,I-871,19620831-0024
1265,1.0,2015-2016,I-872,19680712-0028
1223,1.0,2015-2016,I-873,19561222-0030
1194,2.0,2015-2016,I-874,19690513-0015
1149,2.0,2015-2016,I-875,19620522-0023
1266,2.0,2015-2016,I-876,19560705-0025
1206,4.0,2015-2016,I-877,19650303-0019
1144,2.0,2015-2016,I-878,19640414-0013
1128,2.0,2015-2016,I-879,19660630-0020
1121,2.0,2016-2017,I-880,19601021-0018
1230,4.0,2016-2017,I-881,19690917-0022
1111,3.0,2016-2017,I-882,19600814-0002
1095,2.0,2016-2017,I-883,19610623-0005
1284,3.0,2016-2017,I-884,19690513-0015
1243,1.0,2016-2017,I-885,19610623-0005
1225,1.0,2016-2017,I-886,19690917-0022
1223,3.0,2016-2017,I-887,19570826-0012
1221,1.0,2016-2017,I-888,19561222-0030
1089,4.0,2016-2017,I-889,19690408-0009
1233,1.0,2017-2018,I-890,19680712-0028
1175,3.0,2017-2018,I-891,19660630-0020
1229,2.0,2017-2018,I-892,19560705-0025
1082,1.0,2017-2018,I-893,19600905-0003
1275,1.0,2017-2018,I-894,19580515-0017
1085,3.0,2017-2018,I-895,19580515-0017
1083,1.0,2017-2018,I-896,19600529-0021
1045,2.0,2017-2018,I-897,19640220-0029
1063,4.0,2018-2019,I-898,19610918-0027
1256,4.0,2018-2019,I-899,19620424-0026
1064,2.0,2018-2019,I-900,19611219-0014
1260,2.0,2018-2019,I-901,19611219-0014
1248,1.0,2018-2019,I-902,19620424-0026
1145,2.0,2018-2019,I-903,19660630-0020
1072,4.0,2018-2019,I-904,19570615-0011
1225,1.0,2019-2020,I-905,19570615-0011
1078,3.0,2019-2020,I-906,19680712-0028
1233,3.0,2019-2020,I-907,19560812-0016
1204,4.0,2019-2020,I-908,19620831-0024
1122,2.0,2019-2020,I-909,19620831-0024
1198,3.0,2019-2020,I-910,19610623-0005
1187,4.0,2019-2020,I-911,19620424-0026
1168,2.0,2019-2020,I-912,19610623-0005
1091,1.0,2019-2020,I-913,19570828-0008
1010,3.0,2019-2020,I-914,19560705-0025
1248,2.0,2020-2021,I-915,19690917-0022
1030,1.0,2020-2021,I-916,19620522-0023
1238,1.0,2020-2021,I-917,19690513-0015
1017,1.0,2020-2021,I-918,19680712-0028
1282,4.0,2020-2021,I-919,19561222-0030
1257,3.0,2020-2021,I-920,19601021-0018
1231,1.0,2020-2021,I-921,19690513-0015
1149,1.0,2020-2021,I-922,19640414-0013
1107,2.0,2020-2021,I-923,19610918-0027
1028,1.0,2020-2021,I-924,19580218-0007
1057,3.0,2021-2022,I-925,19620424-0026
1162,1.0,2021-2022,I-926,19570615-0011
1156,1.0,2021-2022,I-927,19640220-0029
1296,2.0,2021-2022,I-928,19620831-0024
1250,2.0,2021-2022,I-929,19570828-0008
1225,1.0,2021-2022,I-930,19690408-0009
1168,1.0,2021-2022,I-931,19610620-0006
1096,2.0,2021-2022,I-932,19620522-0023
1070,2.0,2021-2022,I-933,19580218-0007
1247,4.0,2022-2023,I-934,19640414-0013
1041,1.0,2022-2023,I-935,19640414-0013
1159,4.0,2022-2023,I-936,19600905-0003
1128,1.0,2022-2023,I-937,19660630-0020
1281,4.0,2022-2023,I-938,19620522-0023
1205,1.0,2022-2023,I-939,19630126-0001
1132,4.0,2022-2023,I-940,19690917-0022
1113,3.0,2022-2023,I-941,19690917-0022
1082,1.0,2022-2023,I-942,19580218-0007
1068,1.0,2022-2023,I-943,19590129-0004
1288,3.0,2023-2024,I-944,19570828-0008
1207,1.0,2023-2024,I-945,19640414-0013
1184,4.0,2023-2024,I-946,19640414-0013
1183,1.0,2023-2024,I-947,19580218-0007
1167,3.0,2023-2024,I-948,19600529-0021
1101,3.0,2023-2024,I-949,19560612-0010
1267,2.0,2023-2024,I-950,19561222-0030
1114,4.0,2023-2024,I-951,19570615-0011
1092,2.0,2023-2024,I-952,19680712-0028
1041,1.0,2023-2024,I-953,19560612-0010
1102,4.0,2013-2014,I-954,19620831-0024
1075,1.0,2013-2014,I-955,19560705-0025
1265,1.0,2013-2014,I-956,19630126-0001
1180,4.0,2013-2014,I-957,19660630-0020
1062,2.0,2013-2014,I-958,19600529-0021
1049,2.0,2013-2014,I-959,19601021-0018
1110,4.0,2013-2014,I-960,19690917-0022
1086,1.0,2013-2014,I-961,19600529-0021
1070,1.0,2013-2014,I-962,19620424-0026
1068,4.0,2013-2014,I-963,19680712-0028
1029,1.0,2013-2014,I-964,19620424-0026
1232,2.0,2014-2015,I-965,19620424-0026
1065,4.0,2014-2015,I-966,19570826-0012
1054,3.0,2014-2015,I-967,19660630-0020
1037,3.0,2014-2015,I-968,19690513-0015
1280,2.0,2014-2015,I-969,19690408-0009
1201,4.0,2014-2015,I-970,19570615-0011
1190,4.0,2014-2015,I-971,19620424-0026
1095,2.0,2014-2015,I-972,19560612-0010
1279,3.0,2015-2016,I-973,19640414-0013
1245,3.0,2015-2016,I-974,19610623-0005
1226,4.0,2015-2016,I-975,19620831-0024
1156,4.0,2015-2016,I-976,19610620-0006
1111,2.0,2015-2016,I-977,19561222-0030
1047,1.0,2015-2016,I-978,19560705-0025
1264,1.0,2015-2016,I-979,19610623-0005
1223,4.0,2015-2016,I-980,19610620-0006
1185,3.0,2015-2016,I-981,19570615-0011
1067,4.0,2015-2016,I-982,19570826-0012
1287,3.0,2016-2017,I-983,19620831-0024
1109,4.0,2016-2017,I-984,19680712-0028
1227,2.0,2016-2017,I-985,19680712-0028
1126,2.0,2016-2017,I-986,19570828-0008
1022,2.0,2016-2017,I-987,19690513-0015
1146,4.0,2016-2017,I-988,19630126-0001
1098,3.0,2016-2017,I-989,19620831-0024
1070,4.0,2016-2017,I-990,19580515-0017
1065,3.0,2016-2017,I-991,19660630-0020
1224,2.0,2017-2018,I-992,19601021-0018
1278,3.0,2017-2018,I-993,19680712-0028
1168,3.0,2017-2018,I-994,19650303-0019
1139,4.0,2017-2018,I-995,19650303-0019
1128,3.0,2017-2018,I-996,19580515-0017
1255,4.0,2017-2018,I-997,19580218-0007
1183,1.0,2017-2018,I-998,19660630-0020
1022,4.0,2017-2018,I-999,19640414-0013
1012,3.0,2017-2018,I-1000,19620424-0026
1157,3.0,2018-2019,I-1001,19610918-0027
1064,2.0,2018-2019,I-1002,19560812-0016
1184,2.0,2018-2019,I-1003,19611219-0014
1177,3.0,2018-2019,I-1004,19630126-0001
1206,2.0,2018-2019,I-1005,19610918-0027
1148,3.0,2018-2019,I-1006,19640414-0013
1086,3.0,2018-2019,I-1007,19630126-0001
1005,2.0,2018-2019,I-1008,19601021-0018
1178,3.0,2019-2020,I-1009,19690917-0022
1080,4.0,2019-2020,I-1010,19690917-0022
1240,4.0,2019-2020,I-1011,19620424-0026
1009,3.0,2019-2020,I-1012,19650303-0019
1234,3.0,2019-2020,I-1013,19610623-0005
1194,3.0,2019-2020,I-1014,19560612-0010
1126,2.0,2019-2020,I-1015,19580515-0017
1075,1.0,2019-2020,I-1016,19680712-0028
1250,4.0,2020-2021,I-1017,19680712-0028
1091,3.0,2020-2021,I-1018,19561222-0030
1086,4.0,2020-2021,I-1019,19560705-0025
1050,3.0,2020-2021,I-1020,19611219-0014
1263,1.0,2020-2021,I-1021,19640414-0013
1255,1.0,2020-2021,I-1022,19690917-0022
1240,1.0,2020-2021,I-1023,19610620-0006
1238,1.0,2020-2021,I-1024,19650303-0019
1228,3.0,2020-2021,I-1025,19600529-0021
1222,4.0,2020-2021,I-1026,19690917-0022
1189,2.0,2021-2022,I-1027,19600905-0003
1076,2.0,2021-2022,I-1028,19601021-0018
1205,2.0,2021-2022,I-1029,19580218-0007
1149,1.0,2021-2022,I-1030,19640414-0013
1069,4.0,2021-2022,I-1031,19600529-0021
1289,3.0,2021-2022,I-1032,19580218-0007
1276,2.0,2021-2022,I-1033,19570615-0011
1258,3.0,2021-2022,I-1034,19660630-0020
1147,2.0,2021-2022,I-1035,19660630-0020
1082,4.0,2021-2022,I-1036,19611219-0014
1060,3.0,2021-2022,I-1037,19680712-0028
1105,2.0,2022-2023,I-1038,19590129-0004
1174,1.0,2022-2023,I-1039,19590129-0004
1113,2.0,2022-2023,I-1040,19640414-0013
1020,4.0,2022-2023,I-1041,19610620-0006
1299,2.0,2022-2023,I-1042,19560612-0010
1243,4.0,2022-2023,I-1043,19561222-0030
1183,4.0,2022-2023,I-1044,19650303-0019
1178,1.0,2022-2023,I-1045,19620831-0024
1079,1.0,2022-2023,I-1046,19611219-0014
1042,1.0,2022-2023,I-1047,19580515-0017
1278,2.0,2023-2024,I-1048,19611219-0014
1131,2.0,2023-2024,I-1049,19570828-0008
1258,3.0,2023-2024,I-1050,19620424-0026
1204,3.0,2023-2024,I-1051,19610918-0027
1024,1.0,2023-2024,I-1052,19570615-0011
1216,4.0,2023-2024,I-1053,19650303-0019
1148,3.0,2023-2024,I-1054,19590129-0004
1119,1.0,2023-2024,I-1055,19570615-0011
1091,4.0,2023-2024,I-1056,19611219-0014
1054,3.0,2023-2024,I-1057,19640414-0013
1205,4.0,2013-2014,I-1058,19640220-0029
1072,3.0,2013-2014,I-1059,19570828-0008
1270,1.0,2013-2014,I-1060,19620831-0024
1137,3.0,2013-2014,I-1061,19590129-0004
1124,2.0,2013-2014,I-1062,19600529-0021
1107,3.0,2013-2014,I-1063,19560812-0016
1199,4.0,2013-2014,I-1064,19570828-0008
1138,4.0,2013-2014,I-1065,19620522-0023
1076,1.0,2013-2014,I-1066,19620424-0026
1073,2.0,2013-2014,I-1067,19600905-0003
1057,4.0,2013-2014,I-1068,19600814-0002
1023,1.0,2013-2014,I-1069,19601021-0018
1093,1.0,2014-2015,I-1070,19590129-0004
1071,1.0,2014-2015,I-1071,19580515-0017
1174,1.0,2014-2015,I-1072,19620522-0023
1138,2.0,2014-2015,I-1073,19600814-0002
1199,4.0,2014-2015,I-1074,19611219-0014
1074,2.0,2014-2015,I-1075,19611219-0014
1066,4.0,2014-2015,I-1076,19600814-0002
1046,2.0,2014-2015,I-1077,19640220-0029
1024,2.0,2014-2015,I-1078,19680712-0028
1043,2.0,2015-2016,I-1079,19690513-0015
1017,4.0,2015-2016,I-1080,19620522-0023
1134,2.0,2015-2016,I-1081,19570828-0008
1106,1.0,2015-2016,I-1082,19570826-0012
1102,3.0,2015-2016,I-1083,19620831-0024
1003,1.0,2015-2016,I-1084,19580515-0017
1252,2.0,2015-2016,I-1085,19610623-0005
1217,3.0,2015-2016,I-1086,19590129-0004
1187,3.0,2015-2016,I-1087,19640220-0029
1136,4.0,2015-2016,I-1088,19630126-0001
1099,4.0,2015-2016,I-1089,19560812-0016
1081,1.0,2015-2016,I-1090,19610620-0006
1134,1.0,2016-2017,I-1091,19610918-0027
1130,2.0,2016-2017,I-1092,19620831-0024
1273,4.0,2016-2017,I-1093,19560812-0016
1226,4.0,2016-2017,I-1094,19560705-0025
1026,2.0,2016-2017,I-1095,19611219-0014
1162,1.0,2016-2017,I-1096,19610918-0027
1094,3.0,2016-2017,I-1097,19600814-0002
1063,1.0,2016-2017,I-1098,19600905-0003
1054,2.0,2016-2017,I-1099,19600905-0003
1046,1.0,2016-2017,I-1100,19690917-0022
1020,4.0,2016-2017,I-1101,19600905-0003
1053,3.0,2017-2018,I-1102,19570828-0008
1216,2.0,2017-2018,I-1103,19580515-0017
1203,3.0,2017-2018,I-1104,19690917-0022
1200,2.0,2017-2018,I-1105,19690408-0009
1072,4.0,2017-2018,I-1106,19680712-0028
1290,3.0,2017-2018,I-1107,19570828-0008
1276,2.0,2017-2018,I-1108,19600814-0002
1191,2.0,2017-2018,I-1109,19570615-0011
1095,3.0,2017-2018,I-1110,19610620-0006
1109,4.0,2018-2019,I-1111,19610918-0027
1192,2.0,2018-2019,I-1112,19570826-0012
1177,1.0,2018-2019,I-1113,19580218-0007
1173,3.0,2018-2019,I-1114,19620522-0023
1127,3.0,2018-2019,I-1115,19640220-0029
1292,4.0,2018-2019,I-1116,19690513-0015
1206,4.0,2018-2019,I-1117,19611219-0014
1151,3.0,2018-2019,I-1118,19580515-0017
1123,3.0,2018-2019,I-1119,19580515-0017
1079,3.0,2018-2019,I-1120,19660630-0020
1041,3.0,2018-2019,I-1121,19690408-0009
1112,3.0,2019-2020,I-1122,19650303-0019
1264,2.0,2019-2020,I-1123,19611219-0014
1190,4.0,2019-2020,I-1124,19600814-0002
